Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-brqh,checkpoint-xp91,checkpoint-i6ra,checkpoint-zs2s,checkpoint-a47v,checkpoint-1q1l,checkpoint-ulk4,checkpoint-84fo,checkpoint-satt,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fname,PCimageLeft,PCimageRight,LDimageLeft,LDimageRight,ShowProgressBar,LDbuttonLeft,LDbuttonRight,CorrectAnswer,PCbuttonLeft,PCbuttonRight,
833,1568313611982,12/09/2019 18:40:11,1568313611796,-4,12/09/2019 14:40:11,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,458,17,1,Fixation,Zone1,content_audio,701.8299996852875,,,0,1,0,,,,,3,LD-SH,SS016_CLR_personal.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
834,1568313612466,12/09/2019 18:40:12,1568313612294,-4,12/09/2019 14:40:12,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,458,17,2,LD Screen,Zone3,response_keyboard_single,494.0700000151992,yes,1,1,0,0,,,,,3,LD-SH,SS016_CLR_personal.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
835,1568313613451,12/09/2019 18:40:13,1568313613286,-4,12/09/2019 14:40:13,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,458,17,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,SS016_CLR_personal.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
836,1568313614231,12/09/2019 18:40:14,1568313614056,-4,12/09/2019 14:40:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,300,18,1,Fixation,Zone1,content_audio,762.2099998407066,,,0,1,0,,,,,3,LD-SH,FW039_metrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
837,1568313614435,12/09/2019 18:40:14,1568313614262,-4,12/09/2019 14:40:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,300,18,2,LD Screen,Zone3,response_keyboard_single,201.66000025346875,yes,1,1,0,0,,,,,3,LD-SH,FW039_metrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
838,1568313615420,12/09/2019 18:40:15,1568313615252,-4,12/09/2019 14:40:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,300,18,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW039_metrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
839,1568313616216,12/09/2019 18:40:16,1568313616036,-4,12/09/2019 14:40:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,360,19,1,Fixation,Zone1,content_audio,775.6299995817244,,,0,1,0,,,,,3,LD-SH,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
840,1568313616436,12/09/2019 18:40:16,1568313616262,-4,12/09/2019 14:40:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,360,19,2,LD Screen,Zone1,response_keyboard_single,221.97500010952353,no,1,1,0,0,,,,,3,LD-SH,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
841,1568313617421,12/09/2019 18:40:17,1568313617252,-4,12/09/2019 14:40:17,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,360,19,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,NW039_hilliun.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
842,1568313618143,12/09/2019 18:40:18,1568313617976,-4,12/09/2019 14:40:17,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,280,20,1,Fixation,Zone1,content_audio,715.7000000588596,,,0,1,0,,,,,3,LD-SH,FW019_gullible.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
843,1568313618533,12/09/2019 18:40:18,1568313618366,-4,12/09/2019 14:40:18,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,280,20,2,LD Screen,Zone3,response_keyboard_single,385.7849999330938,yes,1,1,0,0,,,,,3,LD-SH,FW019_gullible.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
844,1568313619517,12/09/2019 18:40:19,1568313619352,-4,12/09/2019 14:40:19,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,280,20,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW019_gullible.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
845,1568313620345,12/09/2019 18:40:20,1568313620176,-4,12/09/2019 14:40:20,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,378,21,1,Fixation,Zone1,content_audio,815.5249999836087,,,0,1,0,,,,,3,LD-SH,NW056_konimeelum.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
846,1568313620564,12/09/2019 18:40:20,1568313620399,-4,12/09/2019 14:40:20,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,378,21,2,LD Screen,Zone1,response_keyboard_single,218.3050001040101,no,1,1,0,0,,,,,3,LD-SH,NW056_konimeelum.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
847,1568313621564,12/09/2019 18:40:21,1568313621385,-4,12/09/2019 14:40:21,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,378,21,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW056_konimeelum.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
848,1568313622472,12/09/2019 18:40:22,1568313622296,-4,12/09/2019 14:40:22,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,392,22,1,Fixation,Zone1,content_audio,902.3149996064603,,,0,1,0,,,,,3,LD-SH,NW070_neramgory.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
849,1568313622581,12/09/2019 18:40:22,1568313622366,-4,12/09/2019 14:40:22,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,392,22,2,LD Screen,Zone1,response_keyboard_single,65.87000004947186,no,1,1,0,0,,,,,3,LD-SH,NW070_neramgory.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
850,1568313623522,12/09/2019 18:40:23,1568313623352,-4,12/09/2019 14:40:23,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,392,22,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW070_neramgory.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
851,1568313624248,12/09/2019 18:40:24,1568313624075,-4,12/09/2019 14:40:24,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,384,23,1,Fixation,Zone1,content_audio,715.5599999241531,,,0,1,0,,,,,3,LD-SH,NW062_lirthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
852,1568313624781,12/09/2019 18:40:24,1568313624598,-4,12/09/2019 14:40:24,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,384,23,2,LD Screen,Zone1,response_keyboard_single,517.0850004069507,no,1,1,0,0,,,,,3,LD-SH,NW062_lirthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
853,1568313625749,12/09/2019 18:40:25,1568313625585,-4,12/09/2019 14:40:25,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,384,23,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,NW062_lirthy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
854,1568313626422,12/09/2019 18:40:26,1568313626255,-4,12/09/2019 14:40:26,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,296,24,1,Fixation,Zone1,content_audio,661.5899996832013,,,0,1,0,,,,,3,LD-SH,FW035_marina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
855,1568313626656,12/09/2019 18:40:26,1568313626486,-4,12/09/2019 14:40:26,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,296,24,2,LD Screen,Zone3,response_keyboard_single,226.25000029802322,yes,1,1,0,0,,,,,3,LD-SH,FW035_marina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
856,1568313627658,12/09/2019 18:40:27,1568313627485,-4,12/09/2019 14:40:27,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,296,24,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,FW035_marina.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
857,1568313628423,12/09/2019 18:40:28,1568313628255,-4,12/09/2019 14:40:28,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,287,25,1,Fixation,Zone1,content_audio,762.0350001379848,,,0,1,0,,,,,3,LD-SH,FW026_inhabit.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
858,1568313628564,12/09/2019 18:40:28,1568313628398,-4,12/09/2019 14:40:28,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,287,25,2,LD Screen,Zone3,response_keyboard_single,137.71500019356608,yes,1,1,0,0,,,,,3,LD-SH,FW026_inhabit.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
859,1568313629548,12/09/2019 18:40:29,1568313629385,-4,12/09/2019 14:40:29,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,287,25,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,FW026_inhabit.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
860,1568313630285,12/09/2019 18:40:30,1568313630115,-4,12/09/2019 14:40:30,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,285,26,1,Fixation,Zone1,content_audio,721.5799996629357,,,0,1,0,,,,,3,LD-SH,FW024_ignite.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
861,1568313630613,12/09/2019 18:40:30,1568313630446,-4,12/09/2019 14:40:30,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,285,26,2,LD Screen,Zone3,response_keyboard_single,326.57000003382564,yes,1,1,0,0,,,,,3,LD-SH,FW024_ignite.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
862,1568313631598,12/09/2019 18:40:31,1568313631435,-4,12/09/2019 14:40:31,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,285,26,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW024_ignite.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
863,1568313632302,12/09/2019 18:40:32,1568313632135,-4,12/09/2019 14:40:32,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,401,27,1,Fixation,Zone1,content_audio,691.5049999952316,,,0,1,0,,,,,3,LD-SH,NW079_pluepelai.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
864,1568313632582,12/09/2019 18:40:32,1568313632414,-4,12/09/2019 14:40:32,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,401,27,2,LD Screen,Zone1,response_keyboard_single,274.01999989524484,no,1,1,0,0,,,,,3,LD-SH,NW079_pluepelai.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
865,1568313633567,12/09/2019 18:40:33,1568313633401,-4,12/09/2019 14:40:33,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,401,27,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW079_pluepelai.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
866,1568313634145,12/09/2019 18:40:34,1568313633975,-4,12/09/2019 14:40:33,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,283,28,1,Fixation,Zone1,content_audio,565.934999845922,,,0,1,0,,,,,3,LD-SH,FW022_hurdle.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
867,1568313634739,12/09/2019 18:40:34,1568313634566,-4,12/09/2019 14:40:34,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,283,28,2,LD Screen,Zone3,response_keyboard_single,585.794999729842,yes,1,1,0,0,,,,,3,LD-SH,FW022_hurdle.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
868,1568313635725,12/09/2019 18:40:35,1568313635552,-4,12/09/2019 14:40:35,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,283,28,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,FW022_hurdle.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
869,1568313636490,12/09/2019 18:40:36,1568313636315,-4,12/09/2019 14:40:36,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,422,29,1,Fixation,Zone1,content_audio,755.3350003436208,,,0,1,0,,,,,3,LD-SH,NW100_youmgel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
870,1568313636709,12/09/2019 18:40:36,1568313636542,-4,12/09/2019 14:40:36,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,422,29,2,LD Screen,Zone1,response_keyboard_single,222.12000004947186,no,1,1,0,0,,,,,3,LD-SH,NW100_youmgel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
871,1568313637702,12/09/2019 18:40:37,1568313637535,-4,12/09/2019 14:40:37,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,422,29,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,NW100_youmgel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
872,1568313638328,12/09/2019 18:40:38,1568313638155,-4,12/09/2019 14:40:38,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,339,30,1,Fixation,Zone1,content_audio,612.1550002135336,,,0,1,0,,,,,3,LD-SH,NW018_brinking.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
873,1568313638812,12/09/2019 18:40:38,1568313638646,-4,12/09/2019 14:40:38,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,339,30,2,LD Screen,Zone3,response_keyboard_single,485.80999998375773,yes,1,0,1,0,,,,,3,LD-SH,NW018_brinking.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
874,1568313639798,12/09/2019 18:40:39,1568313639635,-4,12/09/2019 14:40:39,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,339,30,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW018_brinking.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
